not-joy	Kummastus levisi koko hänen kehoonsa , ja hänen oli salaa pöydän alla nipistettävä itseään todetakseen , että oli hereillä .
not-joy	Novellit ovat saaneet kiitosta muun muassa Suomen fantasiakirjallisuuden ja science fictionin harrastajilta: kolme kokoelman novellista on saanut alan oman Atorox-palkinnon, neljä on tullut toiseksi.
not-joy	Mahtaa essonbaarinmiästä harmittaa, kun et 6 vuodessa onnistunut löytämään essonbaaria, jossa olisit saanut vahvistusta uskollesi.
not-joy	Ensin he nauravat ja suutelevat, sitten huutavat ja lyövät toisiaan.
not-joy	Juha Nevalainen (Ilta-Sanomat 28.11.1953) luonnehti teosta auttamattoman tyhjäksi ja keinotekoisen venytetyksi.
joy	Tämä on onnen päivä.
joy	Oma koti kullan kallis.
not-joy	Tämä on iso juttu. Puhu vain minun kanssani.
not-joy	Simbergin Halla on aina yhtä hyytävä kokemus kuin myös Rissasen Isän kuolema .
joy	Meillä oli oikein mukavaa .
joy	Se vasta oli upeaa!
not-joy	On tietenkin hyvä , että nainen luottaa pystyvänsä tyydyttämään miehen , mutta kuten kaikissa kehittyneissä parisuhdetaidoissa , kaikkein taitavimmin nainen tuottaa miehelle tyydytyksen auttamalla miestä onnistumaan naisen itsensä tyydyttämisessä . ”
not-joy	Ja kun mr Lewis lähtee, teitä ei enää nähdä tässä hotellissa.
not-joy	Juha Itkonen oikaisee tänään Relanderin blogin kommenttilootassa itseään koskevat väitteet:
not-joy	@PiaWaisto Että kun sen järjen pitää sotkea hyvät jutut.
not-joy	En minäkään sinua. Miksi veit hevoseni?
not-joy	Mainossemiootikko Vaula Norrena kertoo koiran lisäävän tehokkaasti mainoksen huomioarvoa
not-joy	Mitä aiot tehdä seuraavaksi?
not-joy	Kädettömät kuninkaat avaa hyytävästi sen miksi ja kenen välikappaleina täällä elämme, novellissa Me vakuutamme mainostoimiston copy huomaa toimivansa työssään jonkin suuremman maailmanjärjestyksen ja myytin tahdottomana palvelijana.
not-joy	Häntä vain huimasi vähän.
not-joy	Tunnistan huutajan naapurin perheenäidiksi , joka kiljuu kauhistuksesta nähdessään murskaantuneet jalkani .
not-joy	Joka tapauksessa, Nylanderin mukaan ruotsinkieliset ovat riippuvaisia siitä että ei-ruotsinkieliset opiskelevat heidän kieltään vähintään sen muutaman vuoden ajan.
not-joy	Palkansaajat joutuvat kuulemaan yhä huolestuttavampia kannanottoja työantajaleiristä.
joy	mahtavia musamuistoja 
not-joy	Eiköhän oteta vielä toiset .
not-joy	Lopullinen ja kaiken kattava lista.
not-joy	sun kavereiden pitäis opetelle pitään asioita käsissä eikä viiskoo niit ympäriinsä.
not-joy	Kestätkö katsoa totuutta silmiin?
not-joy	Me kaikki kasvoimme niissä.
joy	Hänen ulkonäkönsä on täydellinen.
joy	Hyvä Luoja, hän on tehnyt loistavaa työtä.
not-joy	Jos olisi puolen litran tölkki, niin viitsisi ostaa varmaankin useammin.
not-joy	Samaan aikaan esimerkiksi Fortum saa valtavat päästötuet kahdesta valtiosta sekä nostaa sähkön hintaa kuluttajille.
joy	Minulla on hyvää viiniä.
joy	Minä pidin siitä kun sain auttaa .
not-joy	Uusi, kaunis vaimoni on näet häijyn mustasukkainen.
not-joy	Minulla on vielä reilut 400 euroa tämän vuoden avustusbudjetista käyttämättä, elikkä etsin hyviä lahjoituskohteita.
not-joy	Lopputuloksena sitten sattuu tälläistä.
not-joy	Käske Bobbyn tulla drinkille.
not-joy	Heli kyllä on äänestyksestä heti ulkona kun siihen joutuu.
joy	Hän oli lämmin ja se sai minut hymyilemään .
joy	Olet päivän ensimmäinen hyvä asia.
joy	Teet minut tosi onnelliseksi.
joy	Olen ylpeä sinusta, poikani!
not-joy	Ja sinä sen toteutit.
not-joy	W220 koska: Enemmän tilaa Ei tarvi keulia liikenteessä.
joy	Hänellä on hyvä maku.
not-joy	"Suomalainen jännityselokuva on yleensä ollut kovasti huono-onninen surun lapsi - sitä kun ovat menneinä vuosina riepotelleet sekä huviveroja mätkäilevä sensuuri että pahat arvostelijat, jotka eivät ole aina oikein tahtoneet ymmärtää kaikkia sen hienouksia", aloitti Leo Nordberg (Uusi Suomi 29.11.1959) arvionsa, joka oli kriittinen: "Viikon kotimaisen uutuuden suurin virhe on mielestäni siinä, että elokuvasta on tietoisesti tai tiedottomasti tehty puhdaslinjaisen 'dekkarin' asemesta eräänlainen kvasipsykologinen draama, jonka aineksina esiintyvät vakava aivokasvain, alkoholismi, keskenmeno ja oudot lemmensuhteet murhamysteerin jäädessä täysin toisarvoiselle sijalle."
not-joy	Unohda, mitä teini-iässä tapahtui ja jatka matkaa.
not-joy	Joka tapauksessa vaivannäkö on niin suuri, että ei ole mitään järkeä.
not-joy	En voinut olla huomaamatta, että nunnanpuvusta huolimatta olette aika nuori.
not-joy	” Silloin tällöin täytyy myös tehdä hommia jossain perustylsässä proggiksessa , joka ei sillä hetkellä nappaisi ollenkaan ” , toteaa Säkö puolestaan .
not-joy	Jos tiedätte missä hän on, kertokaa minulle, ennen kuin on liian myöhaistä.
not-joy	Omassa ympäristössäsikin on varmaan ihmisiä, jotka ovat saaneet Sinulta vastakaikua ajatuksilleen, eikä palstakaan ole sama jos et Sinä olisi täällä.
not-joy	Pari terävää sanaa tubettajista ja sen unohti koko asian...
not-joy	Vaalien jälkeen muodostettava hallitus saa TVO.n ja Fortumin hakumukset eteensä ja prosessi lähtee etenemään tietysti ilman vastuita pakoilevia vihreitä, jotka taas erosivat hallituksesta muutama kuukausi ennen vaaleja.
not-joy	Laajan territorion valvontaan liittyy paljon ongelmia.
joy	Ajetaan taajamissa öisin hiljaisia katuja pitkin keltaisten katuvalojen alla ja tehdään muistoja , jotka peittävät alleen talven .
joy	5/5
not-joy	Ensinnäkin se , että opettajille päätös tuli kuin salama kirkkaalta taivaalta .
joy	En muista minkään muun tilaisuuden tuottaneen tällaista iloa.
joy	Ja niin jumalauta teenkin , olen niistä helvetin ylpeä !
not-joy	Meidän täytyy saada apua Sarahille.
joy	Tämä on hääyömme, enkä välitä mistään muusta.
joy	Kaikki hyvä loppuu aikanaan , mutta onneksi tuhannet valokuvat , ihanat seikkailut ja kokemukset sekä kivat kaverit kultaavat muistot .
not-joy	Graham, sain juuri uudet Chewgood-luvut...
joy	Tuo oli parasta, mitä olen kuullut koko päivänä.
joy	Ja he kaikki elivät onnellisina elämänsä loppuun asti.
joy	Olen siivoillut , touhuillut , siinä sivussa lauleskellut ja ottanut muutaman tanssiaskeleenkin . :)
not-joy	Sain anella häntä hyväksymään luottokortin.
not-joy	Rakas lapsi, tässä maailmassa on paljon hyviä kirjoja ilman kuvia.
joy	Se on mahtavaa, ihan kuin unelmaa.
not-joy	Fujitsu Siemens 24" LCD, pitäisi olla parempi kontrasti, mutta ei ole tft.
not-joy	Vim ( Vi IMproved ) on Bram Moolenaarin luoma Vi-editoriin perustuva avoimen lähdekoodin terminaalipohjainen tekstieditori , joka toimii monissa käyttöjärjestelmissä ja on erityisesti ohjelmoijien suosiossa .
not-joy	Ei sentään !
not-joy	Kuusi voittoa peräjälkeen ja kosolti rangaistusminuutteja.
joy	itse tehty kortti on ihana ja paras
joy	Minulla oli tosi kivaa.
joy	Teillä on mukava perhe.
joy	Huumoria oli tarpeeksi , eräs tärkeä teema oli tiede ja elokuvaseura oli mahtavaa .
joy	ILO UUDESTA TUOKSUSTA : )
joy	Se tuo parhaat puolesi esiin.
not-joy	Sukupuolella tai iällä ei oo väliä vaan sillä että hän on umpirasisti. https://t.co/kx0XBccZZq
not-joy	tuo juha nyt vaan on niin saatanan tyhmä, ettei se varmaan ole mitään matkustusasiakirjoja edes yrittänyt itselleen hankkia :)
joy	Täällä on parempi olla.
not-joy	Osaan neuloa katiskaksi soveltuvia villasukkia , maalata tasapainon kumoavia avaruuskukkia ja tehdä Vesuvius-kakkuja , jotka ihan oikeasti räjähtävät uunissa .
not-joy	Meidän pitäisi käyttää hyväksi joka hetki.
joy	Ojensin lapselle käteni ja hymyilin .
joy	Sit meil oli kauheen mukavaa .
not-joy	Äiti, näit varmaan pahaa unta, siinä kaikki.
not-joy	Yhä uudestaan ja uudestaan , lakkaamatta ja itsepintaisesti , meidän on vaadittava selviötä , joka kuuluu kaikille : perusihmisoikeuksia , jotka ovat naisten oikeuksia .
not-joy	@DrakeSunniva @suldaansaid Asiallisesti käyttäytyvä matkustaa mukavasti.
joy	Lasken pääni takaisin viltille ja suljen silmäni hymyillen .
joy	Tämä on kiva takki.
joy	Vihdoinkin asumaan vuokralle !
not-joy	Ehkä sinun olisi pitänyt antaa äidin päättää itse.
joy	Tänään on hyvä päivä !
not-joy	Kaukana jopa tepsin tasosta.
joy	Oli todella hauskaa tavata teidät.
not-joy	Ja yllätyksekseni suureksi yllätyksekseni, on vaikeampaa hyvästellä kuin luulinkaan.
joy	Mukavaa, että pidit ruoasta.
not-joy	Vielä suurempi päänvaiva Fifty Shades of Grey taisi lähteä kiertoon jopa 2 eurolla.
joy	Halusin ostaa sinulle jotain hienoa.
not-joy	Siksi onkin myös aika tuoda näkökantamme selkeästi esiin komission suuntaan .
not-joy	Kun olin sinun kanssasi , se oli taistelua maailma vastaan me .
not-joy	Koska raaka-aine maksaa enemmän kuin euron mössö, pitää olla valmis tekemään joskus toinen tai kolmaskin ruoka tähteistä – jos ei satu olemaan varaa ostaa enemmänkin laadukasta, suomalaista lihaa.
not-joy	Mutta sen tulee olla hyvää ja puhdasta – pikaruokaketjut , einekset ja puolivalmisteet saavat minut hurjistumaan .
not-joy	Neuletakkiin törmäsin ensimmäisenä , mutta en silti ostanut sitä suuna päänä .
joy	Minun tuli parempi olo
not-joy	Mulla toimii Mint virtualboxilla huomattavasti vikkelämmin kuin Atom.
not-joy	Itse oon haahuillut muutaman vuoden jo yliopistolla ja lukenut sitä tätä ja tota, mm. kielitiedettä ja filosofiaa (myös logiikkaa parin kurssin verran).
not-joy	Sitten huomasin, etten ollut kuunnellut levyä moneen kuukauteen, vaikken ollut mielestäni edes “ käsitellyt ” sitä loppuun asti.
not-joy	Siinä. Hitto, olen myöhässä.
not-joy	Ei Liliuksen palkkiot ehkä ole kovin oikeudenmukaisia, mutta ei siihen erityisesti taida olla hyviä keinoja puuttua.
not-joy	Toki pelaaja teki virheitä.
joy	Tämä on suuri kunnia.
not-joy	Ja kun olin merijalkaväessä, olin oliivi tai maastonvärinen - tai minkä värinen päivän univormu milloinkin oli.
joy	Tässä melkein tunsi sydämen ja järjen sopivan erimielisyytensä näin kauniin ja hallitun mekaanisen aaltoliikkeen olomuodon tulviessa ympäri tilaa .
joy	Metrossa lapsi nauraa äitinsä sylissä ja osoittaa sormella , me nauramme takaisin .
not-joy	Pohjois-Savon liiton Marko Korhonen: "Sisäministeriön painotuksilla maakunnissa ei voi olla juuri mitään valtion toimintoja" https://t.co/cV9E68JsVK
joy	hauskoissa häissä
not-joy	Miksi nostaa veroa koko ajan asialle jota suuri osa ihmisistä tarvitsee joka päivä?
joy	Se ei ehkä näytä hääppöiseltä, mutta olen ylpeä siitä.
joy	Minulla taisi olla ilo tavata teidät liikkeessänne.
joy	Valo on jo voittamassa ja talvinen valkeus auttaa jaksamaan .
joy	Lisäksi Tappis poikkeaa huomattavasti edukseen kirjoitusten luettavuudessa ja sivujen selkeydessä.
not-joy	Tässä suhteessa infrastruktuurin käyttömahdollisuuksista ja peruspalveluista tulee ratkaisevia tekijöitä .
not-joy	Estäisikö tämä Suomessakin pettämistä?
joy	Nyt on vähän parempi.
not-joy	Pidät järkevänä vastausta, koska se vähentää omia omantunnontuskiasi.
joy	Toisaalta , mikäs sen hauskempaa kuin pari kappaletta jouluaattoja ! ;)
joy	Kultaseni, olet niin hyvä minulle.
joy	#JOKERIT VOITTAA!
joy	Olet korjannut menneet virheesi.
joy	Minut valtasi lämmin ja rauhallinen olo .
not-joy	Se sanoo liian paljon tai liian vähän , keskeyttää , lörpöttelee , vaikenee väärällä hetkellä .
joy	Me voimme tehdä historiaa.
joy	Olen iloinen, että sanoit noin.
not-joy	Lokakuussa 2004 se siirtyi toimimaan itsenäisesti ylläpitäjinään Gottfrid Svartholm ja Fredrik Neij , jotka luonnehtivat sivustoa aatteelliseksi toiminnaksi vapaan tiedonvälityksen puolesta .
not-joy	Koetapa poimia salaatinlehtiä ja tomaatteja helteellä.
not-joy	Sun on haastettava se mies otteluun Tommy.
not-joy	Jamie inttää kaikille, ettei isä voi olla murhaaja.
joy	Se on tosiaan aika hyvä vitsi.
joy	Voi taivas teillä on viehättävä puutarha.
joy	Siitä nauttisin mä kanssasi sun
not-joy	Oikea isku Dragolta paiskaa Rocky Balboan 3 metriä kehän halki.
not-joy	Manaukseni jälkeen olen elänyt nuhteettomasti.
not-joy	@pelintekija @Jumpankulma @joniheikkilae En pidä Valverdea huonona managerina, hänhän on repinyt maksimaalista tulosta tolla rosterilla, mutta se pelityyli millä hän sen on tehnyt ei miellytä.
joy	He ovat viisaita, nämä vanhat naiset!
joy	Itsellä on kaikki lätyt WD:tä ja hitachista en ole kuullut kuin hyvää.
not-joy	Espanja haluaa viedä Katalonialta autonomian - näin asiat etenevät tällä viikolla https://t.co/bLKUx2ZH82
not-joy	Tästä syystä koko euroalue on nyt valtavissa vaikeuksissa , jotka pääsivät syntymään vain siksi , että aikanaan oli epäkorrektia epäillä pyhän euroideologian puhtautta .
not-joy	Tämä mahdollisesti syynä myös tämän kauden yleisökatoon= peli ei ole yhtä viihdyttävää kuin ennen. 2/2 #LaLigaFi
joy	@MajorJulli Haha😂 täähän on aivan loistava.
joy	Otin paikkani valtuustossa: sain @fpuolue 1. varavaltuutetun pestin Helsingissä! Kiitos kaikille, jotka äänestitte ja tsemppasitte!!! 🎉💕💕 https://t.co/KErUccuAax
not-joy	ja käski tuoda kupposen teetä.
not-joy	Eivät koskaan tyhjene yhtä hyvin kuin yhdestä putkesta veistetty vastineensa.
not-joy	Siel on niin pirusti noita nimiä ettei jaksa selata.
not-joy	Balboa ei ajattele selkeästi.
joy	Nyt olen paljon rentoutuneempi.
joy	Hänellä on todella hauskaa.
joy	Onpa mukava , että sait taas viran .
not-joy	Stylesin kartanossa, täysin hänen elätettävinään - ystävällisyyttään ja anteliaisuuttaan.
joy	Siellä pääse todella osoittamaan lähimmäiselleen sen rakkauden , jota joulun perimmäinen sanoma meille muistuttaa .
joy	On mukava taas nähdä sinut.
joy	Sen kautta saamme suuremman lahjan , kuin mitä ikinä osaamme toivoa ! :)
not-joy	Uhriksi on turha kutsua itseään, jos ei osaa käyttäytyä ja poliisi joutuu käyttämään voimakeinoja.
not-joy	Hänellä on monta miesystävää, jotka vievät häntä yökerhoihin.
not-joy	En menetä tätä mistään hinnasta.
not-joy	Haluan olla mainio isä.
not-joy	Tämä nyt ei ole sitten testivoittaja, mutta kajarit löytyy.
not-joy	Tero Pitkämäki: "Eivät saksalaiset voittamattomia ole" (https://t.co/FvYPT0PMME) https://t.co/8KTEz0AMWC
joy	Vuosi on pantu kaiken kaikkiaan siis hienosti alulle ja toivottavasti meininki tulee jatkumaan vuoden loppuun saakka .
joy	Mulla oli joskus joku vanha Thinkpad, Tykkäsin ihan helvetisti.
not-joy	Klinga oli ainoa suomalaisista , joka joutui karsimaan .
not-joy	Etkä varmasti ole järjiltäsi.
not-joy	Ikuista rakkautta kadehtien, ei kuolemattomuutta.
not-joy	Se on oikea nainen.
not-joy	Kaikki tuet vääristävät markkinoita, minkä vuoksi ne pitäisi pyrkiä kieltämään kansainvälisesti yhteisin sopimuksin.
not-joy	Jos radioiden joulusoittolistat selittämättömästi jumiutuisivat päälle, ikuisiksi ajoiksi.
not-joy	Eipä kukaan rattijuoppoja kaipaa!
joy	Oma koti kullan kallis...
not-joy	Tuo 500 euroa + vanhasta kannettavasta saatu myyntihinta mahdollistaisi jo kohtuu tehokkaan uuden kannettavan hankinnan.
not-joy	Ehkä kymmenen vuoden päästä juhlimme kuusikymppisiä ja joku tuntee tarpeekseen sanoa , että ei se mies kyllä seitsemänkymppisiään näe .
not-joy	” Hmmh ” , Qazibe tuumasi lievästi pettyneenä .
joy	Tämä on todella tervetullut näky.
joy	Tuo on juuri sitä, mitä olen kaivannutkin.
not-joy	Päätelmät saa tehdä itse.
not-joy	Kummallinen puolueenjohtaja kun ei ota kantaa mihinkään kannattajia vaivaaviin kysymyksiin, esim. Halmeen tulevaisuudesta?
joy	Ihanhan tässä herää helliä tunteita.
not-joy	Ei koskaan. Tuo sopii sinulle.
joy	Ylös, ulos ja shoppaamaan!
joy	Eikö kuu olekin kaunis tänä yönä?
not-joy	Mika Koskinen IL-TV:ssä: "Viime vaaleissa fanaattisimmat Haaviston kannattajat saattoivat kuvitella, että hänellä olisi mahdollisuuksia.
joy	Hauskaa nähdä heidän uusi kotinsa ja toivottavasti tutustua uusiin ihmisiin siellä .
not-joy	Niin kauan kun perheiden moninaisuus ei näy tietojen keräämislomakkeissa, moni voi tuntea, ettei häntä ole kyselyssä ollenkaan mukana, toteaa Nina Halme @THLorg #pridehouse #helsinkipride #yhdenvertaisuus #moninaisuus https://t.co/yS8VoAU0HT
not-joy	Oukei, sitäkin kommenttia on kuultu että lyhyt tila mahdollistaa kirjoittajalle ” omien kynsiensä näyttämisen ”, eli että kuinka hyvin hän pystyy asian tiivistämään.
not-joy	Naiset tuntevat yleensä , että kumppani rakastaa häntä , kun heillä on pitkiä keskusteluja .
not-joy	Jos vakuuksia ei saada , Suomi ei ole paketissa mukana , eli se on väärä väite .
not-joy	Noin pitkään yhdessä soittanut bändi kuulostaa väkisinkin jo ihan hyvältä, mutta löytyykö sitten intoa puristaa vielä vähän ekstraa joka keikalle? 
not-joy	Vietin luultavasti liikaa aikaa hävittäjien parissa.
joy	Kiitos, kun saitte meidät elossa ulos.
joy	Rakastan tätä paikkaa .
not-joy	Saan tehtyä kaksi kertaa enemmän töitä.
joy	Olen iloinen, että meillä on tällainen suljettu johtajien kokous.
not-joy	Oltiinpa asiasta mitä mieltä tahansa, minusta se kuvastaa ainakin sitä, että markka-eurolaskuri ei ole hävinnyt minnekään suurelta osalta kansasta.
joy	Se on aika hyvä.
joy	Olen iloinen siitä, että keskustelimme asiasta.
joy	Ja meistä tulee erittäin onnellisia ja rikkaita.
joy	Eikö hän olekin suloinen?
not-joy	Vatsalihasliikkeet etenkin syvät vatsalihakset auttavat kyllä pitämään vatsapakettia kasassa joten niistäkin on hyötyä, mutta pelkkää vatsaa ei kannata treenata, vaan koko kehoa.
joy	IHANAA VUOTTA 2010 ! ! !
joy	Stella oli suurenmoinen tyttö.
not-joy	Kahvia ystävälleni, minulle 77 ja kollegalleni viski.
joy	Saimme mukavan talon kukkaistutuksineen.
joy	Minä rakastan sinua, Billy.
not-joy	Rocko antoi sulle tilaisuuden.
joy	Kerrassaan loistava idea! @Veikkausliiga
joy	Se johtuu siitä, että olen hyvä rakastaja.
not-joy	Kadi myös, ei mitään järkeä maata vain talossa.
not-joy	Tiedäthän, että mahdollisen evakuoinnin joutuu pääsääntöisesti maksamaan itse ja se voi tulla yllättävänkin kalliiksi.
not-joy	Ehkä minäkään en välitä miljoonista, jos panen sinua.
joy	Tänään äärimmäisen nautinnollisen aamun jälkeen lähdimme koiran kanssa pitkälle kävelyreitille joen toiselle puolelle .
joy	Hän on mahtava soturi!
not-joy	Nähdään Valkoisessa talossa, Joe.
not-joy	Etenkään, jos ovat kokoomuslaisia ja joissain tapauksissa keskustalsia.
joy	Osittain puuhailu on kyllä kivaa .
joy	Nam !
not-joy	Toivottavasti ette saa minusta liian pehmeää ja filosofeeraavaa kuvaa .
not-joy	Ne ovat onttoja ja tyhjiä.
not-joy	Siinä on sattuvia vuorosanoja ja joskus tilanteitakin.
not-joy	Ja sekin että oikeestaan oli mikä maa vaan, se vuosi on todella pitkä aika.
joy	Onkin hieno ilta pitää juhlat.
not-joy	Montako 120vuotiasta naista sinä oikein tunnet?
not-joy	Voi noita sinun silmiäsi.
joy	Aika rientää, kun on hauskaa.
joy	Uudesta päivästä on innoissaan kuin uudesta työstä lottovoittajana .
joy	Siellä se kullannuppu on.
joy	Topshopissa koinkin sitten ihastumisen , kun kiinnitin heti ovella katseeni ihaniin nudekorkkareihin .
not-joy	Nyt koko jalkapalloyhteisön tuki Salamille #Kuopio #KuPS https://t.co/eT3uXKsryx
not-joy	Voit aina luottaa meihin.
not-joy	@Wikmanni @Millakisu @mattiwaananen Ainakin Helsingin vesi hyvää,Päijänne ja pohjavesivarannot mehän kylvemme + pesemme pyykin juomavedessä
not-joy	Äiti, tässä on Barney Coopersmith - kiertomäntämoottorin keksijä.
not-joy	Vene oli ajelehtinut kauemmas ja Simonides joutui pinnistämään viimeisetkin voimansa saadakseen uitua veneen luokse .
joy	Päivästä näyttää tulevan kaunis.
not-joy	Vielä ei ole sulkemisaika.
not-joy	Löytyy myös Thinkpadeja parikin, T40 joka kylläkin bugailee kaikennäköistä muistiensa kanssa ja T42 joka kyllä pelaa kuin junan vessa mutta Ati FireGL korventaa reidet verille jos sylissä käyttelee Win7 kanssa.
not-joy	“Lain käytännön toteutusta ei ole valmisteltu riittävän pitkälle, joten tuotekehittäjille tulee suunnitteluvaiheissa vastaan äärimmäinen määrä kysymysmerkkejä sekä turhauttava tilanne, kun kukaan ei osaa ottaa selkeästi kantaa”, sanoo @LariTuominen #psd2 https://t.co/VsvC65jMyS
joy	Meille on suuri kunnia tässä yhteydessä...
not-joy	Sekoituksita varmaan tiikerin päiväuni ja Karibian aurinko.
joy	Tämä on paratiisi, Charlie.
not-joy	Hän luuli voivansa saada rahat takaisin, ennenkuin huomaisit niiden kadonneen.
joy	Oikein hyvää huomenta, herrat.
not-joy	” Miten saada himot hyrräämään uudestaan vanhaan kumppaniin ” -kirjat ovat vallanneet kauppojen tiskit .
not-joy	Unohdin ottaa tuulen huomioon.
joy	Ihastuttavaa, että myös te tulitte.
not-joy	Minä panostan koko potin.
joy	Täällä on hevonenkin valmiina.
joy	Lisa, se on täydellinen.
joy	Se tuntui niin oikealta.
not-joy	Tulilinjalla luokituksensa kanssa on Wall Street Journalin mukaan myös Britannia , jossa valtionvelan osuus bkt:sta on 77 prosenttia .
not-joy	Kyllä happamia ja hapokkaita juomia ois syytä välttää...
joy	Tunnen monta mukavaa tyttöä.
not-joy	Williellä ja minulle näyttää olevan sama ongelma.
not-joy	Juo se pullo kerralla, koska lasi joka päivä on pienempi haitta kuin kahtena päivänä litkit colaa koko päivän...
joy	BARLEY HOMMISSA HYVÄLTÄ NÄYTTÄÄ Hyvältä näyttää.
not-joy	Myöntäkää pois, että tämä tuomittu vanha sivilisaatio säihkyy.
not-joy	en minä vaikea ole , vaan vahvatahtoinen .
not-joy	Rinteessä kapeat stoecklin allmountain sukset ja offareilla lennän mustilla korpeilla.
not-joy	Mutta Atreyu - älä mene hänen luokseen vihan kanssa, vaan varoita häntä.
not-joy	Tarina nousee merestä ja usvasta, kulkee kappaleen metsämaisemaa, kertoo ihmisestä rakentavana olentona ja hänen tunteistaan, jotka puhkeavat muutamiin herkkiin viihteellisiin sanoihin rakastetun olemuksesta.
joy	Se on oikein hyvä.
joy	Haluan vain olla kanssasi.
joy	Sinulla on hyvä sydän.
not-joy	Sanon Hei lääkäri on vähän kiire.
not-joy	Niinpä. Valamiehistö muistaa kuvat, joissa Carolyn on kidutettu hengiltä.
not-joy	Rakastatte minua, ettekö rakastakin?
not-joy	Toinen puoliaika täytyy hoitaa tehokkaammin. #U19EUROfi
not-joy	Katsokaa, kuka täällä on.
joy	Minulla on aina onnea.
joy	Olen iloinen, että kaikki menee hyvin.
joy	Sain kolme kalaa. lsä oli hirmu ylpeä.
joy	Viimeiseksi haluaisin kiittää jäsen Rosado Fernandesia erinomaisesta työstä , jonka hän on tehnyt .
joy	Hän oli hellä ja huolehtiva ja iloitsi menestyksestäni.
joy	Hän on valtavan suloinen tyttö.
not-joy	Toimittajien sananvapausjärjestö Toimittajat ilman rajoja on listannut Gaddafin vapaan median saalistajaksi .
not-joy	Ei mäcissä vikaa ole, mutta monivarsi on parempi.
joy	Eilinen ei unohdu hetkeen. 🇫🇮💙
joy	Vaimonne oli hurmaava nainen.
joy	Onneksi tytöt pitävät musta huolta .
not-joy	Laske alas miekkasi. Kumarru Buddhan edessä!
not-joy	PeV:n asiantuntijat ovat hyvin kriittisiä sen suhteen, että #sote-lait voisi hyväksyä normaalilakeina. https://t.co/r6ZBCKG0t9
not-joy	Sen jälkeen pimu on ulkona.
not-joy	Sinä pidättelet vähän liikaa.
joy	Jessica, sehän on hienoa!
joy	Hauskaa lomaa Englannissa, rakas Arabella.
joy	Aika kunnioitettavaa .
joy	Ihan totta, mukava nähdä sinua.
joy	Uusi elämä myös tuoksuu uudelta ! :)
joy	Siltä varalta, että unohdan sanoa sen myöhemmin: minulla oli mukava ilta.
not-joy	Minulla on teille jotain.
not-joy	Naurattaisi jos ei itkettäisi. #ydinaseet https://t.co/wk1yiGHh8v
joy	Onnistuinpa hyvin, vai mitä?
not-joy	Kävelin työhuoneeseen päin, kun kuulin ääniä. Huoneesta kuului äänekästä ja vihaista melua.
joy	Sait minut hyvälle tuulelle.
not-joy	Mielelläni. - Älä ole kohtelias.
joy	Onni, että olet yhtenä kappaleena.
joy	On muuten hienoa katsella joskus puulin pelejä ESPN:n striimeistä, kun Steve häärii kakkosselostajana.
joy	Näytän hyvältä minkkiturkissa, kulta.
not-joy	Tämä on koulun perustamispäivän ottelu.
joy	Tunnelin päässä on valoa.
not-joy	Parempi toki, jos et jois lainkaan tai vaihda tavalliseen lightlimppariin, minkä pH on suurempi (parempi) eikä aiheuta reikiintymistä.
not-joy	Ei tarvitse olla sen isompi kuin mitä oikeasti on .
joy	Ihanaa ! :)
not-joy	Tavallinen S-sarjan coupen tai A5-audin voisin jopa pitääkin, nuo RS-AMG-yms mallit ei herätä juurikaan omistamisen haluja.
not-joy	Terveydenhuollossa siirryttävä reaktiivisesta kohti proaktiivista ja prediktiivistä toimintatapaa.
joy	Nautin sen nostamasta lumipöllystä , se tunkeutui sieraimiin ja suli silmäripsiin , olin romanttinen .
not-joy	Opettajana en pärjäisi, kun ääni menee parissa tunnissa.
joy	Haluan erityisesti kiittää esittelijä Jarzembowskia työstä , jonka hän on tässä asiassa tehnyt .
not-joy	Mutta meillä naisilla on myös vastuu – vastuu pukeutua hyvännäköisesti ja huolitella itsemme niin , että tunnemme itsemme kauniiksi ja seksikkääksi .
joy	Parin päivän juhlat sujui tosi kivasti , hyvässä seurassa kavereiden luona ja myöhemmin kaupungilla juhlien .
not-joy	Hän haluaa vain saada Brennanin pois niskastaan.
not-joy	Analyysi: Ahdistelua ja valheita – brittiministerien erot horjuttavat Britannian hallitusta https://t.co/VDIt0R0dKa #yle
joy	Saat varmasti ison ylennyksen tämän jutun loputtua.
not-joy	aattelin vaan varottaa et kännykäs ne dna palvelut on KALLIITA!
not-joy	Hyvää huomenta , päivää ja iltaa .
not-joy	Kellari on ainoa turvallinen paikka.
not-joy	Suosittelisin kyllä vähintään sitä Viewsoniccia.
not-joy	Eihän nyt vappua jaksa joka päivä.
not-joy	Pitäkäähän varanne , ett eivät omat rakkaat lapsenne käänny joskus teitä vastaan .
joy	Olohuoneessa palaa ihana tuli.
not-joy	Me kaikki seuraamme tätä kauhukertomusta mielenkiinnolla.
not-joy	Logistiikan toimialoista lentoliikenteen yritykset näkevät kysynnän elpymisen jonkin verran muita voimakkaampana .
joy	Ystäväni Freddie Tartastein kanavapäällikkö ilmoitti juuri että meillä on eniten katsojia koko television historiassa!
not-joy	Ja kyllähän näitä ohjelmiin nykyään hyödynnetään musiikinopetuksessa, mutta ei niillä voi sitä kuitenkaan korvata
